step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
278,2.878025011035079,0.19854727853374063,0.06611701971147353,0.13343909073029547,0.07712996140181298,3.168872317960185,0.19086294416243654,0.04203470691939014,0.08209941661214708,0.04268748254653238,605.284
555,2.5694234177524002,0.2515099972229936,0.10261997170625127,0.16872967602587277,0.11466346102964448,2.5084176101992206,0.2781725888324873,0.07831121622677904,0.12915439847644633,0.0875056238997008,1214.365
832,2.451056969725268,0.2784729936128853,0.12229225163440455,0.1889840473279762,0.13543109680820278,2.499641026220014,0.2517766497461929,0.10223468098678859,0.13664198952442333,0.09173006562620575,1792.683
1109,2.432112344765921,0.2818574701471813,0.12956463619373523,0.19372514157254134,0.1407844348185427,2.3430826087151804,0.300507614213198,0.10643983297349832,0.15244227333989366,0.1071025005917671,2367.784
1386,2.3732105575313636,0.2913600388780894,0.13761280507438364,0.19912655371592144,0.14818315922615863,2.5982001750699935,0.23248730964467004,0.09145924032423505,0.1182451391546541,0.07830057303482121,2978.519
1663,2.3760528977597235,0.2976777284087754,0.14290773005797835,0.20114643084923003,0.15171331551804484,2.221560708938106,0.34213197969543147,0.1371438008875758,0.1684228922665188,0.1298618204928247,3564.738
1940,2.290465628197047,0.3190519994445987,0.164943301231616,0.2210419692652371,0.17258798179237256,2.263884502072488,0.3461928934010152,0.1714888071147414,0.18217503515419653,0.13811092784159554,4156.364
2217,2.270847756940105,0.3283029019716745,0.17955941211333887,0.23034078865797009,0.18449343736313292,2.1584423780441284,0.37055837563451777,0.23118950767512025,0.2136552956783377,0.1975075777981922,4743.189
2494,2.2401944166486443,0.3323122049430714,0.18054192449603956,0.23280667863841065,0.18664995009922702,2.3285818176884807,0.30253807106598984,0.21585674938800375,0.1692187196443657,0.15282880921218756,5321.485
2771,2.1821459643677255,0.3424309219661205,0.1932528107206779,0.23775056408030718,0.19627545911692712,2.5587239496169554,0.2984771573604061,0.16533721170006618,0.16738746664164922,0.13309096617556607,5908.885
3048,2.1821136737128026,0.3470303387947792,0.19618576954564226,0.24230703911279647,0.19876783526134373,2.195392839370235,0.3786802030456853,0.2462874673359507,0.23589787418375585,0.2062698230581367,6470.040
3325,2.1638099338173435,0.3597872118855873,0.20588272772523933,0.252159904510618,0.20889321823232976,2.04315084795798,0.3746192893401015,0.2319238549073123,0.23392513063939796,0.20242168388185483,7063.341
3602,2.1536036239203993,0.3636663426825882,0.20620255505787258,0.25421934990265627,0.21031899261884032,2.288823366165161,0.3401015228426396,0.2130959889106873,0.18418104878941013,0.161196278962745,7649.668
3879,2.086808148704281,0.3830533185226326,0.2232053718643509,0.2730003774474545,0.22833904928003906,1.9339333888023131,0.4071065989847716,0.22647164808194314,0.248448906366528,0.2128233896709192,8235.841
4156,2.0833986033601453,0.379946542627048,0.22518165944902505,0.26996711485405067,0.22702810747330252,2.0980876453461184,0.4010152284263959,0.23063038543184425,0.25521185717774253,0.2186305058952906,8787.784
4433,2.0048668117729767,0.40349034990280475,0.24069003182681786,0.2842279175523041,0.24374517841721957,1.8663994842959988,0.4304568527918782,0.27373843640751405,0.2581538243896247,0.2340535898415911,9392.275
4710,2.0354279043011716,0.3860386003887809,0.2318409486862635,0.2706196545667356,0.23183379380943914,2.18731072256642,0.3756345177664975,0.24347578392772057,0.24100479095804164,0.20609908988127285,9969.157
4987,2.021149417123209,0.3969470286031658,0.2385514832104868,0.28011385590512433,0.23947244759133396,1.9834804688730547,0.41421319796954315,0.32250670287449446,0.2674307507939686,0.25156575103979645,10527.002
5264,2.0213937449541333,0.39973271313524017,0.24736448025375432,0.28380559034032826,0.24584503493093698,2.2419229169045725,0.35431472081218274,0.25129923051519365,0.24647295306727787,0.21290579215087493,11091.653
5541,1.947590385533412,0.4066578728131075,0.25256098349931316,0.2872773616792841,0.251546227328497,1.862113102789848,0.4517766497461929,0.32801298695556574,0.30396027545255916,0.28897386226594135,11682.526
