step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1
70,1.5481504469678022,0.5086503623188405,0.45814052611064326,0.4546835558076977,0.4271569235882559,1.0722515136003494,0.7283950617283951,0.7438090095792533,0.6450592688806646,0.6407725795611934
139,0.9490762180176334,0.7373037439613527,0.6900221422686125,0.6749791296335994,0.6536035094389621,0.6864825934171677,0.8477366255144033,0.8665904342949989,0.7972161220805404,0.8183393790318227
