step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
555,2.30106129048103,0.3660875451263538,0.2186792584217949,0.2633386310052354,0.22516774337766052,1.6680016527252812,0.4720812182741117,0.3609686331413286,0.31274805054357674,0.2905701286264314,749.118
1109,1.3840217175036131,0.5980595667870036,0.44146381942956703,0.4519636496386017,0.43601313486162735,1.3929473200151998,0.6081218274111675,0.5447028299244312,0.5126995217557028,0.4833794464065175,1510.241
1663,1.0414794784052708,0.6843862815884476,0.5338182825057903,0.5331829425208253,0.5239624444721167,1.2812691374171166,0.6263959390862944,0.5711219174971144,0.5412026751467722,0.5038237829208819,2264.777
2217,0.8897789879449869,0.7251579422382671,0.5835438919182881,0.5852399413762972,0.5759730394579186,0.9035939338707155,0.7319796954314721,0.6900773614609513,0.6251335998901677,0.6132564022899301,3008.458
2771,0.7727329794734393,0.7648691335740072,0.6301894426582874,0.629899203444444,0.6220882256154529,0.8392882587448243,0.7370558375634517,0.6865355162844787,0.6517787130056572,0.6174295494849572,3743.558
3325,0.7141495371903108,0.7793546931407942,0.6527584532956385,0.6526350004756066,0.6449337018675615,0.7668579691840757,0.7705583756345178,0.7394073644606983,0.7081058732873986,0.7028040489637466,4507.908
3879,0.6613458347933817,0.7904106498194946,0.668438017060511,0.6667584396957076,0.660271860225381,0.6952311192308703,0.7817258883248731,0.7269517927414798,0.6753554961029075,0.6772789559345485,5266.208
4433,0.6182553390249449,0.8031362815884476,0.6842779023646641,0.6813692669643026,0.6763526312441499,0.7015903599319919,0.7705583756345178,0.7102374244981151,0.7045926780811911,0.67708521594924,6016.332
4987,0.5872719597326934,0.8129287003610108,0.6980713808653521,0.6949518516530108,0.6898255891658138,0.6941709657830577,0.7969543147208121,0.7212309387052176,0.7076649678138144,0.6968386960380581,6804.331
5541,0.5671143473700926,0.8158619133574008,0.701592180086853,0.6976623179437395,0.6930412433145925,0.5842048900742685,0.8182741116751269,0.7357512233322827,0.7537808725401328,0.7333696822712,7570.989
6095,0.5389569588409003,0.8268727436823105,0.7188182066980716,0.7179306633042168,0.7115578035657404,0.6054760727190203,0.8131979695431472,0.7511807076233898,0.7544849146946101,0.7385561359191601,8328.260
6649,0.5161316399176736,0.8291290613718412,0.7171166474159545,0.7174624011547527,0.7114736337372974,0.6490222739596521,0.7908629441624365,0.7242414303633014,0.7219383112083388,0.7084605170246042,9098.002
7203,0.5065803245241193,0.83235559566787,0.7254502916580925,0.7216101526645451,0.7170696802281397,0.5688803969852386,0.8274111675126904,0.7803939187281517,0.7574323349249478,0.7525497734332249,9847.148
7757,0.4735026599920022,0.8502707581227437,0.751067437963978,0.7484821193348613,0.7436255716199602,0.5315729332787376,0.8416243654822335,0.7812673730283447,0.7778533465526367,0.7584982185936402,10605.197
8311,0.4674036472982018,0.8448104693140793,0.745786215104276,0.7438114335710689,0.7389459606335713,0.5439221291772781,0.8345177664974619,0.7646889424595,0.769539920567151,0.7512879017847517,11371.004
8865,0.4612923768426322,0.8491877256317689,0.7501082165106823,0.7473642093250547,0.7429027201620466,0.5589122904404518,0.8375634517766497,0.7856437209262204,0.7608013460915931,0.7563311441585207,12139.835
9419,0.4461879198530198,0.8544449458483755,0.7570916565915977,0.7555985273556115,0.7506384705531408,0.5059336149884809,0.8436548223350254,0.8023596623710588,0.7818116184045876,0.7744283612005332,12883.235
9973,0.43848115867104664,0.8567012635379062,0.7679393299443024,0.7629223159286842,0.7595125447742845,0.541057628729651,0.8355329949238579,0.7848246184962427,0.7829302591228521,0.7672967497912889,13637.774
10527,0.4265291226106538,0.8614395306859206,0.768730606593294,0.7671868114052738,0.7625239280340758,0.4556362877690023,0.8507614213197969,0.7970625300599673,0.7980655057485734,0.7762347971165131,14397.027
11081,0.4139644677148937,0.8624774368231047,0.7704618456742056,0.7675608500362296,0.7633215025477432,0.44862440150351296,0.86497461928934,0.8239665143113625,0.8237315484924936,0.8014762290833055,15139.370
