step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1
70,1.5623731423115386,0.5132850241545893,0.43490731675493716,0.4560980762832365,0.41390340505690126,1.1227045878767967,0.7098765432098766,0.6268267640777156,0.6222278221161199,0.5961738226172335
139,0.9629993101824885,0.7390096618357488,0.6662174267324876,0.662779951385379,0.6334573287548129,0.713681623339653,0.8148148148148148,0.8351080907483347,0.7506856324367788,0.7529119921955842
