step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1
77,0.9201743979203073,0.6949711395233367,0.6507440488361539,0.6410656879781826,0.616987900558775,0.015494532257318496,0.679,0.7229747665872613,0.6789999999999999,0.6629950368582038
