step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
555,2.3635054280181222,0.39115523465703966,0.24432798863738167,0.27975234772675395,0.2483818026686831,1.5166561815046495,0.6030456852791878,0.5184782436683084,0.4316847135829094,0.41280436460145575,570.141
1109,1.4507550248600516,0.6247292418772563,0.463447513438624,0.4705975712548784,0.4560267117757813,1.0395329820532953,0.7299492385786802,0.6334390715199056,0.6114552891433951,0.5953361595863368,1147.906
1663,1.1449353215604052,0.6914034296028881,0.5444577818068944,0.5434317917495434,0.5348539614855693,0.8938797260484388,0.7461928934010152,0.6721030130598413,0.6546204329979858,0.6260412679510236,1735.857
2217,0.9749623484882637,0.7297833935018051,0.5880624801553227,0.5830898468803422,0.5773439547884657,0.7862794031539271,0.76751269035533,0.6724929972710193,0.6929302156050495,0.6677612581311339,2307.172
2771,0.8789888086194165,0.7513312274368231,0.6152007174886797,0.6084698382963848,0.604443933155783,0.6830946048421245,0.8020304568527918,0.7302712023359513,0.7271778569446194,0.6948858900152335,2885.618
3325,0.8236295655100785,0.7634025270758122,0.6382161747550394,0.6283719723243952,0.625509836578733,0.6355575666792931,0.8192893401015229,0.7659269406737547,0.7614273940796932,0.7413328839046949,3458.510
3879,0.7618566386213371,0.7743907942238267,0.6486296584401345,0.6421986978759617,0.6378614948576721,0.6261809014024273,0.7969543147208121,0.7355788665477587,0.7269274573869747,0.7135715420191214,4022.026
4433,0.7278773774147465,0.7839801444043321,0.6585316607929377,0.6485328090616953,0.6465478857011264,0.5468822067543384,0.8324873096446701,0.7715950756813441,0.7690183944777915,0.7542154395110323,4589.191
4987,0.6862681287505566,0.7959837545126354,0.6737847397409058,0.6647045223702052,0.6625772033719595,0.5494790267079107,0.8182741116751269,0.7599910807769638,0.7576650431613274,0.7331539500097243,5151.810
5541,0.6435164678505612,0.8010604693140795,0.6862492386995089,0.6780583088157012,0.6753541037398622,0.504388589051462,0.8446700507614213,0.7842163512892888,0.777679267342479,0.7612551687521953,5717.129
6095,0.6119787344298854,0.8100180505415162,0.696163827361977,0.6875722314955145,0.6852234385749024,0.5047960198454319,0.833502538071066,0.764703083526393,0.7720759054880764,0.7549420830978157,6301.940
6649,0.6317285123526619,0.8103339350180505,0.6978589026380349,0.6903202565433516,0.6872742010392079,0.4936175678045519,0.8385786802030457,0.7868617608026188,0.7866576960400289,0.768642816414739,6858.061
7203,0.5922795032093886,0.8160875451263538,0.7053231672625466,0.6975180380093772,0.694814002680327,0.47822148088485966,0.8416243654822335,0.8015611375969101,0.7820427708367268,0.7712944625586811,7440.408
7757,0.5720196991204032,0.8215703971119133,0.7151015145098426,0.7075109930022667,0.7049936930525457,0.47276271615297566,0.8538071065989847,0.8256435711280841,0.7938511156477448,0.7911848407856923,8011.540
8311,0.6404903295049814,0.8038357400722022,0.6916792072236982,0.6840727623550751,0.6807904682517254,0.5740101187219543,0.8294416243654822,0.7836027660623465,0.775917378729492,0.7600439120053205,8606.794
8865,0.6611805259643478,0.7946750902527075,0.6767577930476033,0.6674909076862917,0.664898189820257,0.4796107141000609,0.8568527918781725,0.8138822019692349,0.8063424998240819,0.7980586837405167,9152.211
9419,0.5926323539110082,0.8154557761732851,0.7039945446752544,0.694113473669325,0.6923434854466326,0.45154339904266017,0.8609137055837564,0.8022342081009338,0.8151445085338519,0.7988065984352957,9725.941
9973,0.5290223812072501,0.8354467509025271,0.7341809377901596,0.7276406206512606,0.7251550730597041,0.4443228535594479,0.8548223350253807,0.7883988635306877,0.8070746732829261,0.7885416268935523,10311.937
10527,0.5266006921656725,0.8321074007220217,0.728780379242156,0.7207331905704706,0.7181574735174319,0.4465300313407375,0.8456852791878172,0.794682033591117,0.7897763732214911,0.7850010865385085,10878.916
11081,0.500713960163376,0.8432310469314079,0.7421845228429209,0.7352914910558023,0.7331870739809069,0.40860691876901734,0.8700507614213198,0.8314702943932527,0.8343541110080676,0.8247526931614692,11451.284
