step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1
75,1.647796392440796,0.546875,0.40444444444444444,0.39333333333333337,0.37936363636363635,nan,nan,nan,nan,nan
76,1.6490081548690796,0.515625,0.33205128205128204,0.39065934065934066,0.3447302697302697,nan,nan,nan,nan,nan
77,1.819840431213379,0.484375,0.31227106227106227,0.3589743589743589,0.3,nan,nan,nan,nan,nan
78,1.394504189491272,0.59375,0.3081293706293706,0.3894230769230769,0.3345444588091647,nan,nan,nan,nan,nan
79,1.773168683052063,0.53125,0.30365646258503404,0.39702380952380956,0.32301587301587303,nan,nan,nan,nan,nan
80,1.5285903215408325,0.609375,0.5433201058201058,0.47078373015873015,0.46960574828221885,nan,nan,nan,nan,nan
81,1.6882586479187012,0.5625,0.332312925170068,0.3883928571428572,0.3280612244897959,nan,nan,nan,nan,nan
82,1.8592411279678345,0.453125,0.2951851851851852,0.3222222222222222,0.28564694564694565,nan,nan,nan,nan,nan
83,1.681983470916748,0.484375,0.30785440613026815,0.3448275862068966,0.3075763317142628,nan,nan,nan,nan,nan
84,1.62917160987854,0.515625,0.3276984126984127,0.3695555555555556,0.3208888888888889,nan,nan,nan,nan,nan
85,1.6604650020599365,0.5625,0.3407224958949097,0.3846469622331691,0.34537493158182814,nan,nan,nan,nan,nan
86,1.502897024154663,0.546875,0.325,0.34384920634920635,0.3032600732600732,nan,nan,nan,nan,nan
87,1.4288551807403564,0.609375,0.4056712962962963,0.4527777777777778,0.3994048775298775,nan,nan,nan,nan,nan
88,1.3407117128372192,0.640625,0.40079365079365076,0.42455908289241623,0.4055401388734722,nan,nan,nan,nan,nan
89,1.4701855182647705,0.578125,0.40948129251700677,0.4562074829931973,0.40823937966795115,nan,nan,nan,nan,nan
90,1.4853384494781494,0.578125,0.43887667887667886,0.38222222222222224,0.3808409913673071,nan,nan,nan,nan,nan
91,1.5200598239898682,0.59375,0.3550170068027211,0.40535714285714286,0.3694444444444445,nan,nan,nan,nan,nan
92,1.7360321283340454,0.515625,0.33454941116231435,0.3602150537634409,0.306829460861719,nan,nan,nan,nan,nan
93,1.434549331665039,0.625,0.4343189964157706,0.44892473118279574,0.40600531663150263,nan,nan,nan,nan,nan
94,1.4759122133255005,0.625,0.4284126984126984,0.4546666666666666,0.4248118939883646,nan,nan,nan,nan,nan
95,1.6939553022384644,0.484375,0.3538461538461538,0.35830280830280825,0.3323506003667947,nan,nan,nan,nan,nan
96,1.7833296060562134,0.453125,0.3183087027914614,0.33045977011494254,0.29494662425696905,nan,nan,nan,nan,nan
97,1.3313238620758057,0.625,0.3956349206349206,0.43600823045267484,0.39535002035002037,nan,nan,nan,nan,nan
98,1.657505989074707,0.515625,0.3846195949644226,0.44137931034482764,0.3954060307508584,nan,nan,nan,nan,nan
99,1.6840485334396362,0.515625,0.2836700336700337,0.3364197530864197,0.28016674683341347,0.02353346578722716,0.5338983050847458,0.4278255496952137,0.3551255282302394,0.33212722871330896
100,1.474313735961914,0.53125,0.2685799319727891,0.35000000000000003,0.28878978164692454,nan,nan,nan,nan,nan
101,1.5726791620254517,0.515625,0.3328042328042328,0.36722222222222217,0.32203703703703707,nan,nan,nan,nan,nan
102,1.3901793956756592,0.65625,0.4033512464546947,0.42330198537095093,0.4038513210927004,nan,nan,nan,nan,nan
103,1.421066164970398,0.5625,0.4840692640692641,0.4296666666666667,0.4347080892963246,nan,nan,nan,nan,nan
104,1.449106216430664,0.59375,0.37912414965986396,0.41220238095238093,0.3665979853479854,nan,nan,nan,nan,nan
105,1.4047242403030396,0.578125,0.3780041797283176,0.3858784893267652,0.36473603025327156,nan,nan,nan,nan,nan
106,1.744645118713379,0.515625,0.32561094819159336,0.4284946236559139,0.336074056108012,nan,nan,nan,nan,nan
107,1.340576410293579,0.578125,0.3182234432234433,0.3283882783882784,0.3030995148642207,nan,nan,nan,nan,nan
108,1.9220309257507324,0.46875,0.3581845238095238,0.4661458333333333,0.3862484737484737,nan,nan,nan,nan,nan
109,1.3835819959640503,0.609375,0.46894409937888193,0.4513457556935817,0.44180312441182,nan,nan,nan,nan,nan
110,1.5664472579956055,0.46875,0.33727678571428565,0.3453125,0.31908195970695974,nan,nan,nan,nan,nan
111,1.6265513896942139,0.546875,0.44808429118773946,0.42528735632183906,0.4135878489326766,nan,nan,nan,nan,nan
112,1.6075533628463745,0.625,0.4385048643113159,0.4238351254480287,0.40845785039333427,nan,nan,nan,nan,nan
113,1.4751849174499512,0.53125,0.35416666666666663,0.4494047619047619,0.37693774479488756,nan,nan,nan,nan,nan
114,1.2170573472976685,0.703125,0.466910866910867,0.4958333333333333,0.45932988580047396,nan,nan,nan,nan,nan
115,1.2767088413238525,0.65625,0.444991789819376,0.42775041050903123,0.4158519641278262,nan,nan,nan,nan,nan
