step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
157,0.5707346636515397,0.8145032051282052,0.8056261446886448,0.8198219797178132,0.7890261044225034,0.17562568560242653,0.9638989169675091,0.9651161292170227,0.9638211561032863,0.9638125851703143,253.393
313,0.22446160247692695,0.9499198717948718,0.9310630341880343,0.9427494958744956,0.9285003923444622,0.11619732156395912,0.9747292418772563,0.9750235733292,0.9743845363849766,0.9745838239518306,531.323
469,0.15996083042894801,0.9600961538461539,0.9462702228327229,0.9603670634920638,0.9457926618845388,0.07694494274134438,0.9783393501805054,0.9778825405760391,0.9781029929577465,0.97781310356707,820.795
625,0.13419170608409706,0.9650641025641027,0.951491910866911,0.9611810643060639,0.951331644323279,0.07791626246439086,0.9855595667870036,0.9850597931480285,0.98571816314554,0.9853371933746126,1103.249
781,0.1229142029172717,0.9685096153846154,0.9572611416361416,0.9655098373848373,0.9562369019241189,0.08869047597464588,0.9711191335740073,0.9706947996589941,0.9720092429577465,0.9709681852538995,1370.571
