step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
555,2.1780840790013545,0.3989395306859206,0.24564788070123936,0.2863153948901668,0.25104380243368124,1.6951901816552686,0.4852791878172589,0.3741009638784501,0.35778022133953236,0.3165872047868059,791.593
1109,1.3004200839393836,0.6091606498194946,0.45199180647112097,0.459778120168414,0.445381041274931,1.0271852631722727,0.6873096446700507,0.6151351601645461,0.5728185028614614,0.5664063416354299,1580.140
1663,1.0246032339786364,0.6882220216606498,0.5407233901131191,0.5396751939460963,0.5304392374604193,0.8307523292399221,0.7522842639593909,0.6717219530981353,0.6674487735372703,0.6429719054525365,2368.558
2217,0.8628388509853652,0.7333709386281588,0.594846698140695,0.594676750834123,0.5866575478475603,0.8447052322087749,0.7197969543147208,0.6504250270126726,0.645636087858003,0.6149630917048782,3186.961
2771,0.7859128883061426,0.7522337545126354,0.6168711555083921,0.6139025035655229,0.6075828151414262,0.6730412927366072,0.7949238578680203,0.7633676970151387,0.7195024719835018,0.7180152588387424,3978.614
3325,0.7153964705146607,0.7756317689530686,0.6474957998332542,0.6437596354255695,0.6379653643518204,0.7262112150990194,0.7634517766497462,0.6924857526915541,0.7015530046854547,0.6834885191040863,4775.728
3879,0.6755203714977533,0.7888312274368231,0.6665390855159219,0.6633537858375899,0.6571611946951619,0.6930293181250172,0.782741116751269,0.730920163070213,0.6940713034833597,0.6861405042852098,5574.494
4433,0.6369759654525385,0.7979918772563176,0.6794467427400307,0.6762865896250247,0.6708815321723149,0.6274496684631994,0.7969543147208121,0.7536647472443847,0.7347703430406497,0.72720678575865,6366.941
4987,0.6080630655107946,0.8074909747292419,0.6962013756635754,0.6916673846780741,0.6866944712272575,0.5824730708714454,0.8182741116751269,0.7991272179277626,0.7409293654461677,0.7409868951959749,7174.001
5541,0.5920157808716332,0.810221119133574,0.6946917394959042,0.6926271210070853,0.6870732440344013,0.5123158186193435,0.8243654822335026,0.795782458356508,0.7493904099988151,0.750722827910562,7943.486
6095,0.562500897566334,0.8171705776173285,0.7066285840918968,0.7024064206135805,0.6977797328983701,0.5844547308741077,0.8121827411167513,0.7844322432510407,0.7290428635750112,0.7224846877933345,8759.778
6649,0.54297860255902,0.8208258122743682,0.7073442993456879,0.703618342358905,0.6992336764955001,0.5466440597609166,0.8253807106598985,0.8070205138382279,0.7707971187558575,0.7745745238642405,9552.916
7203,0.5381940044126463,0.828677797833935,0.7226883730866158,0.7184969303320496,0.7141500342323547,0.5218705658710772,0.8192893401015229,0.7955798542160082,0.7597793027448668,0.7527746583708528,10352.635
7757,0.5043651250456644,0.8356498194945848,0.7321161981881309,0.7293653824204575,0.7239234584031643,0.47241219553735947,0.8375634517766497,0.7989307693663104,0.7840642964448683,0.7755664311703526,11150.999
8311,0.47815286787058686,0.8450586642599278,0.7434559018147552,0.7395998782197943,0.7356743450083308,0.5320140021222253,0.8314720812182741,0.7908686493268059,0.7957191568715073,0.782283792827842,11948.107
8865,0.4840079652824664,0.8418095667870036,0.740066404695552,0.7376269361108025,0.7326692858068933,0.462923493356474,0.8436548223350254,0.8163478014636183,0.7762395833728116,0.7843806683262974,12737.522
9419,0.47101597585429567,0.8430505415162455,0.7446645752319878,0.7407244320027903,0.7366408949012053,0.4632026341052786,0.8517766497461929,0.807553289054251,0.7856738341536066,0.7862578148548987,13570.640
9973,0.4409515262994956,0.8534296028880867,0.7570791580724263,0.7541184118656359,0.7497422337953495,0.5198085551420527,0.8345177664974619,0.7759058257779431,0.8032844946746842,0.7789794414411256,14375.791
10527,0.4560407885091399,0.853971119133574,0.7550062092200397,0.754090199773969,0.7488289457727053,0.5160774952701984,0.8355329949238579,0.7883421051762515,0.7980276925105304,0.7780298525295657,15184.792
11081,0.43088745755489766,0.8569945848375451,0.7621337367555774,0.7591969663513102,0.755039697196875,0.43807479354643053,0.8548223350253807,0.7989716385493671,0.8105123137129124,0.7936999066159297,16004.802
