step,T_Loss,T_Accuracy,T_Precision,T_Recall,T_F1,V_Loss,V_Accuracy,V_Precision,V_Recall,V_F1,Elapsed_time
157,0.5523395675401657,0.8268429487179488,0.8184733669108673,0.8383705993080992,0.806911955356525,0.1530041272441546,0.9855595667870036,0.9825015216068168,0.9862400530503979,0.9842389022314126,254.676
313,0.19311492465054378,0.9649038461538462,0.9526823870573872,0.9677522130647126,0.954344958240603,0.0924186080487238,0.9819494584837545,0.9803886174970706,0.9794871794871796,0.9799110359479413,515.381
469,0.1452594744041562,0.9646634615384616,0.9518365893365893,0.960482168294668,0.9495154310679959,0.08783854140589635,0.9747292418772563,0.9704790823211875,0.9743810786914235,0.9717362444586682,784.620
625,0.13093110418711335,0.9731570512820513,0.960280575905576,0.9726614434947769,0.9611314339255514,0.06962686787462896,0.9819494584837545,0.9786612758310872,0.9833664898320071,0.980760713743446,1052.401
781,0.10957499403649798,0.976121794871795,0.9659455128205128,0.9730804496429494,0.9653917966111593,0.04395535262301564,0.9855595667870036,0.9823693164243736,0.9852785145888594,0.9837518190055188,1317.128
